,Client_Name,Client_Description,Revenue,Expenses,Total_Assets,Total_Liabilities,Operating_Cash_Flow,Investments,Debt,Industry,Profit,Equity
9473,Tech Logistics,Operations in retail,740285.27,1442741.75,1125209.72,2748757.38,1232782.872,720732.34,4176672.81,Technology,-702456.48,-1623547.66
9474,Alpha International,Operations in technology,1132719.34,2727601.61,339279.76,1702460.6759999997,1345757.3460000001,337982.46,2604960.4779999997,Manufacturing,-1594882.2699999998,-1363180.9159999997
9475,Future International,Operations in healthcare,3783913.74,461597.3,3086141.66,4315345.01,1292422.81,396473.38,3116473.7,Healthcare,3322316.4400000004,-1229203.3499999996
9476,Global Enterprises,Operations in finance,1048916.16,2775899.48,4034104.98,4145661.2,1018536.92,2646943.04,1397275.63,Finance,-1726983.32,-111556.2200000002
9477,Zenith Logistics,Operations in healthcare,67793.46,1593480.15,401419.49,2124051.62,532594.93,1952942.4980000001,4953374.27,Finance,-1525686.69,-1722632.1300000001
9478,Green Solutions,Operations in manufacturing,4110362.5,2606671.4,2008794.41,988175.21,1045473.322,2901362.18,4547868.79,Manufacturing,1503691.1,1020619.2
9479,Green Systems,Operations in technology,2075479.566,2775714.22,5504399.1,1232957.45,1684357.01,2950442.92,2625738.87,Retail,-700234.6540000001,4271441.649999999
9480,Tech Enterprises,Operations in technology,2514479.16,82948.25,1171493.9,2984987.76,1098728.47,1158522.94,2944582.08,Retail,2431530.91,-1813493.8599999999
9481,Dynamic Group,Operations in manufacturing,2854302.15,761335.97,6921557.608,3381877.7840000005,749804.6,2309327.85,186523.43,Finance,2092966.18,3539679.8239999996
9482,Global Corp,Operations in healthcare,2695313.068,709446.64,2498577.52,4905289.57,1102965.8800000001,2136440.1459999997,2746971.73,Manufacturing,1985866.4279999998,-2406712.0500000003
9483,Zenith Solutions,Operations in technology,723333.23,2451014.4,5607885.54,2915299.12,249008.42,31733.0,422775.68,Finance,-1727681.17,2692586.42
9484,Green Enterprises,Operations in finance,1098043.15,2945891.69,4667854.39,3740231.47,608212.25,1553365.53,2098135.28,Healthcare,-1847848.54,927622.9199999995
9485,Alpha Holdings,Operations in retail,3026029.32,1340270.18,1782272.54,1258625.93,904832.7039999999,325669.68,1924312.4,Finance,1685759.14,523646.6100000001
9486,Dynamic Motors,Operations in finance,1672021.77,1394589.02,5487746.76,817639.83,1149384.35,459536.92,4486208.57,Manufacturing,277432.75,4670106.93
9487,Quantum Logistics,Operations in retail,743289.68,151100.31,5499781.854,3160832.66,131563.5,1974731.9599999995,291435.88,Finance,592189.3700000001,2338949.194
9488,Green Motors,Operations in healthcare,3445086.18,142747.99,3427053.76,4780503.17,1035576.75,712515.18,3907014.0,Healthcare,3302338.1900000004,-1353449.4100000001
9489,Dynamic Motors,Operations in manufacturing,2068831.42,1549521.46,4245361.12,2585932.292,1159395.7540000002,2774508.82,2464157.5420000004,Retail,519309.95999999996,1659428.8280000002
9490,Global International,Operations in technology,1619811.52,1518367.73,1180025.73,1569413.87,622934.88,2874317.02,2391728.52,Healthcare,101443.79000000004,-389388.14000000013
9491,Green Group,Operations in technology,1416263.68,2449165.25,4895108.44,3033715.19,751141.99,594214.76,2420704.58,Healthcare,-1032901.5700000001,1861393.2500000005
9492,Green Systems,Operations in finance,469764.76,1802253.41,8814779.08,1042093.06,1777719.16,2963177.84,4515389.35,Healthcare,-1332488.65,7772686.02
9493,Dynamic Solutions,Operations in finance,2260593.54,832233.39,3626456.98,4523767.35,1984529.03,1785528.97,4394520.19,Retail,1428360.15,-897310.3699999996
9494,Quantum Logistics,Operations in technology,3257681.58,1226769.12,7439932.29,4940273.75,1735943.48,1863891.7859999998,3224493.15,Retail,2030912.46,2499658.54
9495,Dynamic Enterprises,Operations in retail,4134230.15,2912793.34,955845.03,4918706.81,1181987.4,2697992.49,4967604.35,Finance,1221436.81,-3962861.7799999993
9496,Green Solutions,Operations in manufacturing,2330298.31,1682602.28,4930246.79,1669660.01,1688292.67,2983858.2,136984.15,Retail,647696.03,3260586.7800000003
9497,Dynamic Motors,Operations in finance,1747083.17,615488.75,190156.19,2629098.0,1408285.12,237026.96,1776717.63,Finance,1131594.42,-2438941.81
9498,Tech Logistics,Operations in manufacturing,4813430.63,2068050.07,9510206.91,4140395.5,1958530.84,2542935.3,3552865.16,Finance,2745380.5599999996,5369811.41
9499,Tech Enterprises,Operations in retail,728311.85,2797930.52,2628919.12,3003506.49,436814.53,1465240.57,3823238.46,Finance,-2069618.67,-374587.3700000001
9500,Tech Corp,Operations in technology,4450170.43,2735137.55,4949292.449999999,735282.95,100849.81,1638813.64,598528.47,Technology,1715032.88,4214009.499999999
9501,Dynamic Motors,Operations in manufacturing,3899122.1,914853.23,5064728.556,765534.584,1217013.79,1623009.24,3397380.73,Manufacturing,2984268.87,4299193.972
9502,Future Technologies,Operations in healthcare,3589822.242,486269.38,1609686.04,3765343.75,198513.0,1721922.1,1669773.3920000002,Technology,3103552.862,-2155657.71
9503,Global Systems,Operations in healthcare,1256373.9,381200.09,6308006.824,1447909.87,693992.51,153503.02,523278.55,Finance,875173.8099999998,4860096.954
9504,Dynamic Group,Operations in technology,249779.95,2461161.35,8236217.16,4019073.87,872095.08,382833.69,894308.05,Manufacturing,-2211381.4,4217143.29
9505,Zenith Logistics,Operations in retail,3264870.2,1091304.66,7251393.08,3047971.09,1849615.63,1940569.52,188792.7,Retail,2173565.54,4203421.99
9506,Quantum Motors,Operations in technology,2110796.91,871054.8,1201677.86,1724686.86,981830.46,2007394.23,3241776.02,Finance,1239742.11,-523009.0
9507,Quantum Holdings,Operations in retail,2533013.1,1173993.046,7639608.26,4670108.69,1356482.02,11164.06,2050574.73,Technology,1359020.054,2969499.5699999994
9508,Pinnacle Solutions,Operations in finance,2744133.33,2674443.72,5816712.04,1407891.74,1348428.58,2546202.68,1898895.45,Healthcare,69689.60999999987,4408820.3
9509,Global Systems,Operations in healthcare,598411.26,907905.84,7481569.66,4652801.81,839629.06,145786.92,2799084.12,Retail,-309494.57999999996,2828767.8500000006
9510,Global Holdings,Operations in healthcare,2193590.98,1022557.27,6111038.44,1370741.64,518805.41,1147299.304,536641.85,Finance,1171033.71,4740296.800000001
9511,Global Systems,Operations in healthcare,4915995.21,362018.98,3317014.78,4352533.34,1124438.3,1238302.48,4402390.32,Finance,4553976.23,-1035518.56
9512,Quantum Logistics,Operations in retail,1752285.4,2877069.65,5628760.82,3933167.89,1984840.38,1957306.81,3501054.61,Healthcare,-1124784.25,1695592.9300000002
9513,Future Solutions,Operations in retail,4480781.77,2663060.28,1121398.02,3089017.89,420237.42,2386238.25,403717.65,Manufacturing,1817721.4899999998,-1967619.87
9514,Innovative Group,Operations in manufacturing,605870.39,674086.61,4725066.59,3390780.66,622049.25,54587.02,4516188.18,Finance,-68216.21999999997,1334285.9299999997
9515,Green Solutions,Operations in finance,216963.56,1643464.3,2036349.33,3414013.58,637410.57,2005543.75,1585253.75,Healthcare,-1426500.74,-1377664.25
9516,Alpha Enterprises,Operations in healthcare,233437.17,653255.76,5100718.996,3874417.17,1020175.45,1207005.81,514195.39,Finance,-419818.58999999997,1226301.8260000004
9517,Pinnacle Group,Operations in technology,475451.14,2767650.56,6387789.9,4132294.2,239020.17,2547918.16,2941241.09,Healthcare,-2292199.42,2255495.7
9518,Dynamic Motors,Operations in finance,2036942.11,2075421.46,9324518.45,4124274.11,823565.06,1141468.76,282527.51,Manufacturing,-38479.34999999986,5200244.34
9519,Tech Logistics,Operations in manufacturing,4352687.72,1413566.63,6739030.01,2544803.434,1035019.47,230122.41,3511059.75,Technology,2939121.09,4194226.576
9520,Zenith Holdings,Operations in manufacturing,2410704.28,2294170.99,4473337.998,3468170.88,1833228.75,345670.67,1960282.15,Finance,116533.28999999957,1005167.1179999998
9521,Alpha Corp,Operations in healthcare,2308236.91,901270.64,5714879.42,1671693.482,306918.74,1737795.09,2609354.52,Healthcare,1406966.27,4043185.938
9522,Quantum Corp,Operations in technology,4943901.49,1659108.43,7467389.94,1309611.4,213024.92,1660230.42,1716586.72,Healthcare,3284793.0600000005,6157778.540000001
9523,Innovative Solutions,Operations in technology,4033340.91,2457550.61,1353948.82,3386419.54,1063315.99,1987542.12,1143156.25,Retail,1575790.3000000003,-2032470.72
9524,Innovative Corp,Operations in finance,2522631.702,503854.48,1147713.36,4259309.29,887068.36,2692067.72,3777810.1,Healthcare,2018777.222,-3111595.9299999997
9525,Green Enterprises,Operations in manufacturing,3252060.4400000004,1026749.5540000001,1435571.19,4380653.66,1798725.76,989006.09,618860.92,Finance,2225310.8860000004,-2945082.47
9526,Green Motors,Operations in retail,1420179.8,2619788.56,3970523.57,4378542.72,1106263.1539999999,2794159.85,3778427.3,Technology,-1199608.76,-408019.1499999999
9527,Future Motors,Operations in technology,3019888.35,675601.87,2660764.194,2857088.2,1940152.67,803632.59,1484694.86,Healthcare,2344286.48,-196324.00600000005
9528,Zenith Logistics,Operations in manufacturing,4591605.31,931572.17,4990500.162,408278.73,1660682.04,2340285.06,3228536.33,Manufacturing,3660033.1399999997,4582221.432
9529,Dynamic Enterprises,Operations in technology,4830422.39,318445.23,4782356.59,2305127.892,1151220.56,956078.37,1809946.83,Retail,4511977.16,2477228.698
9530,Dynamic Motors,Operations in retail,3879314.65,269717.34,5112804.918,2764417.04,1885025.09,2640125.2,1586154.27,Manufacturing,3609597.31,2348387.8779999996
9531,Pinnacle Holdings,Operations in technology,1872029.5359999998,244071.19,7062297.46,303343.32,452655.4,1255376.34,4755094.25,Retail,1627958.346,6758954.14
9532,Pinnacle Holdings,Operations in retail,1725048.53,1596374.99,4838380.94,1640792.03,1049612.03,2082657.74,4729657.85,Manufacturing,128673.54000000004,3197588.91
9533,Alpha Technologies,Operations in manufacturing,1948640.06,1240020.6,6011664.21,127500.36,1603084.39,1835622.62,2973059.75,Retail,708619.46,5884163.85
9534,Future Logistics,Operations in healthcare,3542910.242,1888840.07,7209010.44,4110020.13,409820.98,317242.16,2235287.78,Technology,1654070.172,3098990.3100000005
9535,Pinnacle Motors,Operations in technology,1633140.99,702987.18,843382.08,1926757.02,1110958.104,2242326.88,1743963.72,Technology,930153.8099999999,-1083374.94
9536,Innovative Motors,Operations in healthcare,2579727.19,776209.88,3566171.12,3244814.23,1338189.29,588049.79,718114.72,Technology,1803517.31,321356.89000000013
9537,Dynamic Motors,Operations in manufacturing,3565587.54,935629.86,3753412.91,604810.03,242430.99,1749777.44,871461.06,Finance,2629957.68,3148602.88
9538,Dynamic Motors,Operations in finance,1452926.41,1785076.16,860889.7,4622144.85,1461218.73,683730.49,3466162.82,Technology,-332149.75,-3761255.1499999994
9539,Dynamic Group,Operations in manufacturing,2472194.49,1230182.45,418989.14,3015622.27,352750.22,2727233.56,562253.28,Manufacturing,1242012.0400000003,-2596633.13
9540,Green Systems,Operations in manufacturing,3314370.26,1903618.68,7501761.9,4441968.52,582256.06,1028079.8,806354.67,Healthcare,1410751.5799999998,3059793.380000001
9541,Quantum Systems,Operations in healthcare,222169.37,228277.98,6292222.936,3537934.23,279988.77,1004856.06,2525554.8,Technology,-6108.610000000015,2754288.706
9542,Zenith Solutions,Operations in technology,2664738.69,2942471.0,1274480.01,2339927.23,1860642.54,923734.63,3527673.88,Technology,-277732.31000000006,-1065447.22
9543,Dynamic Motors,Operations in manufacturing,4891174.46,236061.07,9356446.81,2138845.21,1790839.44,642877.36,3234582.77,Manufacturing,4655113.39,7217601.600000001
9544,Green Group,Operations in healthcare,1933738.37,342639.38,6160497.89,591170.22,966782.504,1019338.92,3295152.14,Technology,1591098.9900000002,5569327.67
9545,Zenith Solutions,Operations in manufacturing,120710.62,170339.38,3190169.42,2150450.99,480845.04000000004,891469.29,2763217.46,Healthcare,-49628.76000000001,1039718.4299999997
9546,Alpha Enterprises,Operations in technology,379489.11,2956911.29,4651322.62,4866808.77,1154159.71,1403855.6800000002,1172014.38,Healthcare,-2577422.18,-215486.14999999944
9547,Quantum Holdings,Operations in healthcare,1386998.25,2679774.77,5607164.13,2278737.88,31076.22,2429622.94,4422193.17,Healthcare,-1292776.52,3328426.25
9548,Innovative Solutions,Operations in finance,2204815.8640000005,2995709.0,312529.18,3038515.304,1723003.29,2655282.35,1892413.99,Technology,-790893.1359999995,-2725986.124
9549,Dynamic Holdings,Operations in retail,3290980.49,1162428.6,9183151.33,1931325.66,532634.998,1041456.59,1550136.55,Healthcare,2128551.89,7251825.67
9550,Pinnacle Holdings,Operations in healthcare,2685619.5,931554.79,6279834.54,3699786.73,1118105.03,591265.89,2512366.61,Manufacturing,1754064.71,2580047.81
9551,Dynamic Motors,Operations in healthcare,3523489.38,1446625.14,5218061.02,3821955.57,1290101.45,230265.05,4727707.46,Technology,2076864.24,1396105.4499999997
9552,Zenith Technologies,Operations in technology,1353326.17,2943088.35,9890760.51,2803226.16,856842.96,1870255.44,4757740.1,Finance,-1589762.1800000002,7087534.35
9553,Zenith Solutions,Operations in manufacturing,1802961.28,646048.0,5429391.43,4310939.36,1311988.26,1981371.61,662382.01,Retail,1156913.28,1118452.0699999994
9554,Tech Systems,Operations in technology,4401246.73,2093795.94,3953437.8319999995,2241813.91,842637.79,2608258.36,438483.69,Retail,2307450.7900000005,1711623.9219999993
9555,Quantum Logistics,Operations in technology,1296792.24,572249.02,6669212.8,250888.95,570394.3,2100349.08,1840679.296,Finance,724543.22,6418323.85
9556,Zenith Motors,Operations in retail,2052296.3460000001,797522.75,1135885.16,2108421.32,152400.19,957965.3280000001,1485243.01,Technology,1254773.5960000001,-972536.1599999999
9557,Green Group,Operations in healthcare,3417189.53,2593930.64,5150543.446,3918803.86,397930.57,1950736.14,4937907.05,Healthcare,823258.8899999997,1231739.5860000006
9558,Pinnacle Group,Operations in finance,3676550.09,125452.31,205360.2,3626179.04,1951045.29,687420.48,2036139.934,Technology,3551097.78,-3420818.84
9559,Alpha Group,Operations in technology,958798.97,1192917.23,7352861.61,4248098.92,1544842.04,1591897.91,1824881.02,Manufacturing,-234118.26,3104762.6900000004
9560,Dynamic Motors,Operations in technology,1621211.38,2857539.29,8509245.44,222898.58,535779.42,2689423.3,1120949.14,Healthcare,-1236327.9100000001,8286346.859999999
9561,Green Motors,Operations in healthcare,2928176.35,2414278.3,8151906.3,544619.99,791123.72,1839972.08,2228017.6,Finance,513898.0500000003,7607286.31
9562,Dynamic Motors,Operations in technology,2516992.9,1745277.7220000003,4788553.812000001,4807611.09,836723.42,816842.49,1800249.62,Finance,771715.1779999996,-19057.277999999
9563,Innovative Logistics,Operations in finance,1452733.74,163126.68,5567448.96,1758326.3680000002,1194652.43,1032759.2,4919052.15,Manufacturing,1289607.06,3809122.5919999997
9564,Dynamic Group,Operations in healthcare,3505281.51,728650.17,4351466.14,4679255.45,1136192.96,2838304.8,2022951.91,Finance,2776631.34,-327789.3100000005
9565,Global Solutions,Operations in healthcare,417142.14,1068593.69,9131530.95,2922762.69,225532.57,2847914.67,301487.79,Retail,-651451.5499999999,6208768.26
9566,Pinnacle Group,Operations in retail,938169.49,1183216.22,1959995.78,2468864.16,474666.84,2299025.81,1383279.97,Finance,-245046.72999999998,-508868.3800000001
9567,Dynamic Technologies,Operations in finance,706375.69,1513271.56,1297406.03,79829.78,461931.42,1432451.96,2855413.29,Healthcare,-806895.8700000001,1217576.25
9568,Future Holdings,Operations in technology,380262.82,1659005.71,7835128.99,1746063.9,787511.688,1214363.708,454829.96,Technology,-1278742.89,6089065.09
9569,Quantum Systems,Operations in finance,486379.36,2893865.91,8900418.91,1800368.74,1342187.3,1181298.31,868527.82,Retail,-2407486.5500000003,7100050.17
9570,Future Corp,Operations in finance,549464.64,1005428.354,1186225.37,1277388.49,1159822.65,1504587.19,2155961.07,Finance,-455963.71400000004,-91163.11999999988
9571,Pinnacle Solutions,Operations in finance,2659622.3,1481355.86,7355278.03,4422854.27,885050.418,578207.47,4085657.52,Manufacturing,1178266.4399999997,2932423.7600000007
9572,Dynamic International,Operations in retail,2271025.95,60711.8,983180.44,1944954.7,346695.29,2968727.38,2104822.45,Technology,2210314.1500000004,-961774.26
9573,Dynamic Motors,Operations in healthcare,3745540.89,2097039.82,5906209.92,4171141.06,1040404.87,2415300.28,4018100.73,Finance,1648501.07,1735068.8599999999
9574,Quantum Group,Operations in technology,4700748.97,899742.62,5702941.23,2657794.55,1582709.36,2431274.54,1321392.84,Retail,3801006.3499999996,3045146.6800000006
